angle_deg,bartlett,music
-21.25,0.05955867134001481,0.0022073876051367266
-21.2,0.05957658547694666,0.0022090969038397767
-21.15,0.05960803729977534,0.0022109356175615607
-21.1,0.059653382345847154,0.0022129057712141124
-21.049999999999997,0.05971297705014115,0.00221500941222907
-21.0,0.05978717864268812,0.0022172486117618545
-20.95,0.05987634504493983,0.0022196254659241194
-20.9,0.05998083476511784,0.002222142097045075
-20.85,0.060101006792573054,0.0022248006549623316
-20.799999999999997,0.060237220491187446,0.0022276033183429656
-20.75,0.06038983549184922,0.0022305522960355223
-20.7,0.06055921158403524,0.002233649828453786
-20.65,0.060745708606532174,0.002236898188993137
-20.6,0.06094968633733016,0.0022402996854804045
-20.549999999999997,0.061171504382724326,0.002243856661658169
-20.5,0.06141152206565658,0.0022475714987045315
-20.45,0.061670098313334365,0.0022514466167894045
-20.4,0.06194759154416048,0.0022554844766684698
-20.35,0.062244359554011176,0.002259687581315991
-20.299999999999997,0.06256075940189791,0.0022640584775977233
-20.25,0.0628971472950494,0.002268599757985257
-20.2,0.06325387847345296,0.002273314062313179
-20.15,0.06363130709388971,0.002278204079580501
-20.1,0.06402978611350503,0.002283272549797891
-20.049999999999997,0.06444966717294988,0.0022885222658823217
-20.0,0.06489130047913359,0.0022939560756007906
-19.95,0.06535503468762716,0.0022995768835649064
-19.9,0.06584121678475464,0.00230538765327816
-19.85,0.06635019196941518,0.0023113914092378184
-19.799999999999997,0.06688230353467454,0.0023175912390934637
-19.75,0.06743789274916574,0.002323990295864268
-19.7,0.06801729873834135,0.0023305918002172496
-19.65,0.06862085836561739,0.0023373990428087617
-19.6,0.06924890611344983,0.0023444153866916608
-19.549999999999997,0.06990177396438696,0.002351644269790662
-19.5,0.0705797912821364,0.0023590892074484855
-19.45,0.07128328469269293,0.0023667537950455768
-19.4,0.07201257796556466,0.002374641710696214
-19.35,0.07276799189514377,0.002382756718024038
-19.299999999999997,0.07354984418226264,0.002391102669020097
-19.25,0.07435844931597758,0.002399683506986661
-19.2,0.07519411845562486,0.0024085032695702383
-19.15,0.07605715931319003,0.002417566091887296
-19.1,0.07694787603603517,0.00242687620974643
-19.049999999999997,0.07786656909002625,0.0024364379629708307
-19.0,0.07881353514310431,0.002446255798825088
-18.95,0.07978906694934391,0.0024563342755505447
-18.9,0.0807934532335414,0.0024666780660136094
-18.85,0.08182697857637768,0.002477291961471623
-18.799999999999997,0.08288992330019816,0.002488180875461077
-18.75,0.08398256335545162,0.0024993498478131687
-18.7,0.08510517020783663,0.0025108040488020047
-18.65,0.08625801072619055,0.0025225487834308253
-18.6,0.08744134707117265,0.0025345894958620383
-18.549999999999997,0.08865543658478045,0.0025469317739970124
-18.5,0.08990053168073955,0.002559581354211851
-18.45,0.09117687973581859,0.002572544126255713
-18.4,0.09248472298210207,0.002585826138318468
-18.35,0.09382429840027061,0.0025994336022748302
-18.299999999999997,0.09519583761392919,0.0026133728991124478
-18.25,0.09659956678502467,0.002627650584551725
-18.2,0.09803570651039675,0.002642273394865576
-18.15,0.09950447171950198,0.002657248252907617
-18.1,0.10100607157335421,0.0026725822743577815
-18.049999999999997,0.10254070936472442,0.0026882827741947033
-18.0,0.10410858241963501,0.00270435727340466
-17.95,0.1057098820001986,0.0027208135059373895
-17.9,0.10734479320883367,0.0027376594259194854
-17.85,0.10901349489390205,0.0027549032151366953
-17.799999999999997,0.11071615955680754,0.002772553290796901
-17.75,0.11245295326059154,0.002790618313586161
-17.7,0.11422403554007393,0.002809107196030879
-17.65,0.1160295593135662,0.0028280291111795943
-17.6,0.11786967079620435,0.0028473935016187875
-17.549999999999997,0.11974450941493768,0.0028672100888376515
-17.5,0.1216542077252056,0.0028874888829575336
-17.45,0.12359889132935022,0.002908240192842672
-17.4,0.1255786787967893,0.0029294746366093994
-17.35,0.12759368158599574,0.002951203152552226
-17.299999999999997,0.1296440039683139,0.00297343701050578
-17.25,0.13172974295364864,0.0029961878236628137
-17.2,0.13385098821806402,0.003019467560869383
-17.15,0.13600782203332343,0.0030432885594194148
-17.1,0.1382003191984056,0.003067663538372071
-17.049999999999997,0.14042854697303014,0.0030926056124164656
-17.0,0.1426925650132216,0.0031181283063096117
-16.95,0.14499242530895243,0.0031442455699148882
-16.9,0.14732817212388327,0.0031709717938695845
-16.85,0.14969984193724292,0.003198321825911833
-16.799999999999997,0.1521074633878715,0.003226310987898674
-16.75,0.1545510572204562,0.003254955093548748
-16.7,0.1570306362339927,0.0032842704669450206
-16.65,0.15954620523249285,0.003314273961834668
-16.6,0.16209776097797415,0.003344982981765511
-16.549999999999997,0.16468529214575023,0.0033764155011003502
-16.5,0.16730877928205157,0.0034085900869529335
-16.45,0.16996819476400238,0.0034415259220917705
-16.4,0.17266350276197512,0.0034752428288604142
-16.35,0.1753946592043457,0.0035097612941657583
-16.299999999999997,0.17816161174467923,0.003545102495588726
-16.25,0.18096429973135575,0.0035812883286747304
-16.2,0.18380265417966954,0.0036183414354647816
-16.15,0.1866765977464139,0.0036562852343313833
-16.1,0.18958604470697238,0.003695143951187232
